OR,matching_ratio,n_cases,nDemo,nDrug,nHosp,nOth,nProt,select_percent,nFalse_signals,OR_obs
0.9,2,560000,5,540,41,93,1,73.5,3,0.81
0.9,2,560000,5,540,41,93,1,11.5,2,0.9
0.9,2,560000,5,540,41,93,1,26.5,0,0.88
0.9,2,560000,5,540,41,93,1,3.5,2,0.92
0.9,2,560000,5,540,41,93,1,14,0,0.9
0.9,2,560000,5,540,41,93,1,12.5,0,0.9
0.9,2,560000,5,540,41,93,1,6.5,2,0.92
0.9,2,560000,5,540,41,93,1,8.5,1,0.92
0.9,2,560000,5,540,41,93,1,22,1,0.88
0.9,2,560000,5,540,41,93,1,7,1,0.93
0.9,2,560000,5,540,41,93,1,4.5,3,0.94
0.9,2,560000,5,540,41,93,1,0.5,3,0.97
0.9,2,560000,5,540,41,93,1,36,2,0.87
0.9,2,560000,5,540,41,93,1,6,2,0.92
0.9,2,560000,5,540,41,93,1,4,3,0.93
0.9,2,560000,5,540,41,93,1,9,3,0.9
0.9,2,560000,5,540,41,93,1,24,0,0.86
0.9,2,560000,5,540,41,93,1,26.5,4,0.87
0.9,2,560000,5,540,41,93,1,0,3,1.01
0.9,2,560000,5,540,41,93,1,27,0,0.85
0.9,2,560000,5,540,41,93,1,0.5,1,0.96
0.9,2,560000,5,540,41,93,1,22,1,0.88
0.9,2,560000,5,540,41,93,1,11,1,0.89
0.9,2,560000,5,540,41,93,1,25,1,0.88
0.9,2,560000,5,540,41,93,1,1.5,1,0.95
