ATC5;l_atc5;age;sexe;nbc;REM;BSE;BOITES
A05AX05;ODEVIXIBAT;0;2;16;8.538.753,80;8.739.558,27;383
A05AX05;ODEVIXIBAT;0;9;11;440.824,80;486.413,35;119
A05AX05;ODEVIXIBAT;99;9;12;852.970,80;877.209,48;114
A05BA;THERAPEUTIQUE HEPATIQUE;0;1;1439;13.036,03;16.524,24;3842
A05BA;THERAPEUTIQUE HEPATIQUE;0;2;2010;12.131,12;16.916,56;3938
A05BA;THERAPEUTIQUE HEPATIQUE;20;1;10293;72.495,62;105.678,89;24523
A05BA;THERAPEUTIQUE HEPATIQUE;20;2;17462;106.265,40;153.622,25;35749
A05BA;THERAPEUTIQUE HEPATIQUE;60;1;6930;70.077,23;90.670,90;20860
A05BA;THERAPEUTIQUE HEPATIQUE;60;2;11438;91.889,21;122.387,96;28338
A05BA;THERAPEUTIQUE HEPATIQUE;99;1;23;229,17;284,08;67
A05BA;THERAPEUTIQUE HEPATIQUE;99;2;32;249,52;322,24;76
A05BA01;ARGININE GLUTAMATE;20;9;17;57,75;79,75;29
A05BA01;ARGININE GLUTAMATE;60;9;11;31,90;35,75;13
A06AA51;HUILE DE PARAFFINE EN ASSOCIATION;0;1;2433;7.477,61;19.921,97;4981
A06AA51;HUILE DE PARAFFINE EN ASSOCIATION;0;2;4858;13.537,34;38.887,80;9705
A06AA51;HUILE DE PARAFFINE EN ASSOCIATION;20;1;27810;195.037,91;417.598,86;104388
A06AA51;HUILE DE PARAFFINE EN ASSOCIATION;20;2;66696;448.921,74;1.074.985,39;268895
A06AA51;HUILE DE PARAFFINE EN ASSOCIATION;60;1;61395;801.758,43;1.716.535,60;429245
A06AA51;HUILE DE PARAFFINE EN ASSOCIATION;60;2;122584;1.627.899,75;3.833.499,72;961211
A06AA51;HUILE DE PARAFFINE EN ASSOCIATION;99;1;23;196,52;321,57;81
A06AA51;HUILE DE PARAFFINE EN ASSOCIATION;99;2;40;334,27;595,50;150
A06AA51;HUILE DE PARAFFINE EN ASSOCIATION;99;9;12;186,99;317,60;80
A06AB58;PICOSULFATE DE SODIUM, ASSOCIATIONS;0;1;2721;18.543,95;26.499,04;3537
A06AB58;PICOSULFATE DE SODIUM, ASSOCIATIONS;0;2;2952;18.365,73;26.508,45;3562
A06AB58;PICOSULFATE DE SODIUM, ASSOCIATIONS;20;1;77323;405.496,27;595.263,60;82186
A06AB58;PICOSULFATE DE SODIUM, ASSOCIATIONS;20;2;103693;587.738,13;845.707,98;116708
A06AB58;PICOSULFATE DE SODIUM, ASSOCIATIONS;60;1;92843;511.702,48;728.938,26;100692
A06AB58;PICOSULFATE DE SODIUM, ASSOCIATIONS;60;2;109368;606.631,30;865.315,36;119518
A06AB58;PICOSULFATE DE SODIUM, ASSOCIATIONS;99;1;11;68,67;83,08;12
A06AB58;PICOSULFATE DE SODIUM, ASSOCIATIONS;99;2;18;144,21;199,70;29
A06AB58;PICOSULFATE DE SODIUM, ASSOCIATIONS;99;9;16;95,25;121,92;16
A06AC01;ISPAGHUL (GRAINE DE PSYLLIUM);0;1;2826;9.728,02;25.642,94;8948
A06AC01;ISPAGHUL (GRAINE DE PSYLLIUM);0;2;6879;20.392,86;60.987,59;21317
A06AC01;ISPAGHUL (GRAINE DE PSYLLIUM);20;1;69488;443.905,59;1.060.394,93;370430
A06AC01;ISPAGHUL (GRAINE DE PSYLLIUM);20;2;155464;895.092,90;2.319.549,00;811640
A06AC01;ISPAGHUL (GRAINE DE PSYLLIUM);60;1;98167;1.055.267,08;2.339.970,84;818577
A06AC01;ISPAGHUL (GRAINE DE PSYLLIUM);60;2;195962;1.869.456,73;4.711.714,99;1650881
A06AC01;ISPAGHUL (GRAINE DE PSYLLIUM);99;1;44;399,22;754,81;263
A06AC01;ISPAGHUL (GRAINE DE PSYLLIUM);99;2;60;536,98;1.214,01;423
A06AC03;STERCULIA;20;1;15;55,56;124,91;28
A06AC03;STERCULIA;20;2;16;37,04;80,72;19
A06AC03;STERCULIA;60;1;21;66,39;175,12;41
A06AC03;STERCULIA;60;2;52;128,09;371,43;87
A06AC03;STERCULIA;99;9;11;102,59;178,42;22
A06AD10;SELS MINERAUX EN ASSOCIATION;0;1;367;2.039,30;3.092,51;378
A06AD10;SELS MINERAUX EN ASSOCIATION;0;2;582;3.320,32;5.058,96;619
A06AD10;SELS MINERAUX EN ASSOCIATION;20;1;49188;283.446,69;420.100,72;51330
A06AD10;SELS MINERAUX EN ASSOCIATION;20;2;58948;338.831,44;500.285,40;61123
A06AD10;SELS MINERAUX EN ASSOCIATION;60;1;58482;345.635,86;497.959,98;60865
A06AD10;SELS MINERAUX EN ASSOCIATION;60;2;62141;367.697,36;528.822,82;64655
A06AD10;SELS MINERAUX EN ASSOCIATION;99;2;13;69,29;106,60;13
A06AD11;LACTULOSE;0;1;35719;47.935,62;125.895,42;63167
A06AD11;LACTULOSE;0;2;45532;56.802,32;161.683,98;79920
A06AD11;LACTULOSE;20;1;82228;607.928,18;1.019.938,49;412158
A06AD11;LACTULOSE;20;2;177981;887.553,58;1.770.659,57;717748
A06AD11;LACTULOSE;20;9;19;67,85;98,87;38
A06AD11;LACTULOSE;60;1;173575;2.000.136,61;3.395.332,43;1369490
A06AD11;LACTULOSE;60;2;281101;3.090.573,68;5.977.856,23;2431301
A06AD11;LACTULOSE;60;9;11;74,40;91,76;37
A06AD11;LACTULOSE;99;1;101;931,17;1.385,26;557
A06AD11;LACTULOSE;99;2;138;1.100,65;1.946,92;784
A06AD11;LACTULOSE;99;9;22;104,16;149,16;72
A06AD12;LACTITOL;0;1;17280;36.746,08;108.353,95;56727
A06AD12;LACTITOL;0;2;21306;42.470,14;132.070,04;68837
A06AD12;LACTITOL;20;1;7435;46.925,00;97.472,52;31387
A06AD12;LACTITOL;20;2;17888;103.645,26;247.486,47;79922
A06AD12;LACTITOL;60;1;14120;161.438,98;337.573,41;108198
A06AD12;LACTITOL;60;2;26443;319.935,00;740.025,24;238543
A06AD12;LACTITOL;99;1;15;123,93;232,86;75
A06AD12;LACTITOL;99;2;18;310,85;380,07;123
A06AD15;MACROGOL;0;1;216919;680.811,76;1.670.089,92;785697
A06AD15;MACROGOL;0;2;278214;792.733,28;2.054.872,50;966796
A06AD15;MACROGOL;20;1;377879;1.891.718,28;3.764.850,32;1489894
A06AD15;MACROGOL;20;2;772247;3.364.998,74;7.693.517,10;3047234
A06AD15;MACROGOL;60;1;753122;6.483.879,55;12.369.340,53;4893919
A06AD15;MACROGOL;60;2;1179372;10.233.639,38;21.639.600,11;8571342
A06AD15;MACROGOL;99;1;469;3.819,49;6.072,59;2419
A06AD15;MACROGOL;99;2;458;3.491,91;6.013,96;2396
A06AD15;MACROGOL;99;9;25;186,52;277,26;98
A06AD65;MACROGOL EN ASSOCIATION;0;1;19479;95.325,16;215.233,22;50850
A06AD65;MACROGOL EN ASSOCIATION;0;2;25601;102.911,91;249.012,14;60936
A06AD65;MACROGOL EN ASSOCIATION;20;1;284616;1.741.458,03;2.842.642,89;623636
A06AD65;MACROGOL EN ASSOCIATION;20;2;417014;2.428.751,68;4.389.495,37;1056248
A06AD65;MACROGOL EN ASSOCIATION;60;1;529463;3.983.572,82;6.764.872,68;1751517
A06AD65;MACROGOL EN ASSOCIATION;60;2;696061;5.364.591,75;10.193.891,27;2881835
A06AD65;MACROGOL EN ASSOCIATION;99;1;206;2.074,62;2.862,85;883
A06AD65;MACROGOL EN ASSOCIATION;99;2;224;1.800,53;3.066,60;935
A06AG20;ASSOCIATIONS;0;1;25360;79.648,80;107.599,67;76172
A06AG20;ASSOCIATIONS;0;2;44680;95.842,50;134.826,33;92424
A06AG20;ASSOCIATIONS;20;1;119080;489.091,01;611.211,03;390162
A06AG20;ASSOCIATIONS;20;2;305380;903.936,83;1.200.762,53;766705
A06AG20;ASSOCIATIONS;60;1;312093;1.232.602,13;1.525.058,90;970344
A06AG20;ASSOCIATIONS;60;2;256452;1.565.930,66;1.902.965,42;1213995
A06AG20;ASSOCIATIONS;99;1;116;750,12;838,55;541
A06AG20;ASSOCIATIONS;99;2;103;429,89;548,70;354
A06AH01;METHYLNALTREXONE BROMURE;20;1;25;13.030,85;13.642,09;77
A06AH01;METHYLNALTREXONE BROMURE;20;2;32;23.156,12;24.272,29;137
A06AH01;METHYLNALTREXONE BROMURE;60;1;64;24.587,29;27.200,55;153
A06AH01;METHYLNALTREXONE BROMURE;60;2;85;52.976,31;58.867,21;332
A06AH03;HALOXEGOL;0;1;37;2.322,34;3.742,48;56
A06AH03;HALOXEGOL;0;2;19;1.065,94;1.804,41;27
A06AH03;HALOXEGOL;20;1;3858;472.697,01;677.799,12;10101
A06AH03;HALOXEGOL;20;2;5849;745.138,69;1.136.694,44;16926
A06AH03;HALOXEGOL;60;1;9746;1.282.706,20;1.648.261,55;24575
A06AH03;HALOXEGOL;60;2;12440;1.676.823,87;2.407.818,31;35922
A06AH05;NALDEMEDINE;0;1;13;919,68;1.574,29;31
A06AH05;NALDEMEDINE;0;2;12;188,32;685,84;13
A06AH05;NALDEMEDINE;20;1;1477;94.735,75;161.772,48;3196
A06AH05;NALDEMEDINE;20;2;2612;177.714,67;310.776,28;6132
A06AH05;NALDEMEDINE;60;1;3136;244.109,27;345.724,63;6849
A06AH05;NALDEMEDINE;60;2;4429;325.939,58;527.962,33;10446
A06AX02;MEDICAMENTS PRODUISANT DE L'ANHYDRIDE CARBONIQUE;0;1;16438;17.869,32;44.591,81;27056
A06AX02;MEDICAMENTS PRODUISANT DE L'ANHYDRIDE CARBONIQUE;0;2;20127;18.270,45;49.169,25;29744
A06AX02;MEDICAMENTS PRODUISANT DE L'ANHYDRIDE CARBONIQUE;20;1;42103;197.512,00;296.051,82;181179
A06AX02;MEDICAMENTS PRODUISANT DE L'ANHYDRIDE CARBONIQUE;20;2;127752;351.110,19;711.731,17;434717
A06AX02;MEDICAMENTS PRODUISANT DE L'ANHYDRIDE CARBONIQUE;60;1;114233;419.183,15;709.288,20;433388
A06AX02;MEDICAMENTS PRODUISANT DE L'ANHYDRIDE CARBONIQUE;60;2;182279;764.541,33;1.544.959,83;945681
A06AX02;MEDICAMENTS PRODUISANT DE L'ANHYDRIDE CARBONIQUE;99;1;66;199,68;378,32;233
A06AX02;MEDICAMENTS PRODUISANT DE L'ANHYDRIDE CARBONIQUE;99;2;104;375,03;822,96;508
A07AA02;NYSTATINE;0;1;35085;157.818,79;239.631,65;119061
A07AA02;NYSTATINE;0;2;37044;164.180,81;250.541,20;124429
A07AA02;NYSTATINE;20;1;15816;140.715,82;198.181,12;98814
A07AA02;NYSTATINE;20;2;39609;324.919,34;460.828,29;229729
A07AA02;NYSTATINE;60;1;18496;193.541,51;242.645,72;121093
A07AA02;NYSTATINE;60;2;35627;343.699,38;455.009,38;227042
A07AA02;NYSTATINE;99;2;11;136,60;152,00;76
A07AA11;RIFAXIMINE;0;1;26;12.284,03;14.267,85;73
A07AA11;RIFAXIMINE;0;2;26;10.382,62;12.364,95;63
A07AA11;RIFAXIMINE;20;1;2493;2.464.281,63;2.653.640,62;13511
A07AA11;RIFAXIMINE;20;2;1538;1.029.738,01;1.129.187,05;5748
A07AA11;RIFAXIMINE;60;1;4326;5.584.079,68;5.767.251,85;29342
A07AA11;RIFAXIMINE;60;2;2019;2.427.203,85;2.535.437,93;12931
A07BC05;DIOSMECTITE;0;1;196723;171.947,13;556.374,41;215280
A07BC05;DIOSMECTITE;0;2;168238;147.229,56;476.027,85;183756
A07BC05;DIOSMECTITE;20;1;372326;525.236,02;1.315.417,40;490793
A07BC05;DIOSMECTITE;20;2;557959;736.384,63;1.901.149,75;712341
A07BC05;DIOSMECTITE;60;1;264894;861.520,47;1.463.400,46;514692
A07BC05;DIOSMECTITE;60;2;373280;993.566,84;1.933.228,80;690861
A07BC05;DIOSMECTITE;99;1;204;676,81;1.050,39;397
A07BC05;DIOSMECTITE;99;2;284;731,12;1.436,01;517
A07DA03;LOPERAMIDE;0;1;52243;50.790,91;148.769,09;70751
A07DA03;LOPERAMIDE;0;2;48072;44.913,58;134.749,59;64061
A07DA03;LOPERAMIDE;20;1;333658;1.284.931,07;2.341.143,23;1120672
A07DA03;LOPERAMIDE;20;2;510469;1.447.201,59;2.871.831,03;1372379
A07DA03;LOPERAMIDE;60;1;318839;2.491.796,49;3.723.501,23;1785089
A07DA03;LOPERAMIDE;60;2;417850;2.536.053,53;4.280.692,44;2052218
A07DA03;LOPERAMIDE;99;1;173;884,83;1.364,48;656
A07DA03;LOPERAMIDE;99;2;210;1.060,18;1.844,96;887
A07DA03;LOPERAMIDE;99;9;17;128,34;156,00;75
A07EA02;HYDROCORTISONE;20;1;97;6.841,82;8.070,12;522
A07EA02;HYDROCORTISONE;20;2;131;8.776,64;10.110,84;654
A07EA02;HYDROCORTISONE;60;1;113;8.317,76;8.842,63;571
A07EA02;HYDROCORTISONE;60;2;52;3.387,31;3.571,28;233
A07EA04;BETAMETHASONE;20;1;92;1.652,32;1.858,39;706
A07EA04;BETAMETHASONE;20;2;90;1.595,24;1.796,64;668
A07EA04;BETAMETHASONE;60;1;127;1.979,56;2.180,36;833
A07EA04;BETAMETHASONE;60;2;49;900,50;956,92;363
A07EA06;BUDESONIDE;0;1;723;266.550,79;364.117,24;2035
A07EA06;BUDESONIDE;0;2;594;127.669,25;167.076,95;1566
A07EA06;BUDESONIDE;20;1;7585;2.337.843,48;3.156.594,57;24245
A07EA06;BUDESONIDE;20;2;9946;2.128.516,54;2.674.489,82;30669
A07EA06;BUDESONIDE;60;1;4400;1.252.101,97;1.501.313,13;16873
A07EA06;BUDESONIDE;60;2;7831;1.937.685,09;2.348.597,44;30555
A07EC;ACIDE AMINOSALICYLIQUE ET ANALOGUES;0;2;16;1.863,88;2.122,65;89
A07EC;ACIDE AMINOSALICYLIQUE ET ANALOGUES;20;1;370;29.608,58;33.652,35;1411
A07EC;ACIDE AMINOSALICYLIQUE ET ANALOGUES;20;2;406;33.009,03;37.187,55;1555
A07EC;ACIDE AMINOSALICYLIQUE ET ANALOGUES;60;1;245;21.089,18;22.918,47;959
A07EC;ACIDE AMINOSALICYLIQUE ET ANALOGUES;60;2;148;12.294,68;13.642,20;572
A07EC01;SULFASALAZINE;0;1;47;1.690,98;2.005,52;212
A07EC01;SULFASALAZINE;0;2;60;1.589,01;2.121,54;224
A07EC01;SULFASALAZINE;20;1;2834;181.877,70;200.883,41;21182
A07EC01;SULFASALAZINE;20;2;5765;364.398,25;393.246,55;41492
A07EC01;SULFASALAZINE;60;1;3511;285.223,44;298.702,34;31545
A07EC01;SULFASALAZINE;60;2;5179;411.442,68;427.977,87;45147
A07EC02;MESALAZINE;0;1;2302;588.649,22;684.818,18;14794
A07EC02;MESALAZINE;0;2;2276;546.058,09;631.698,25;14184
A07EC02;MESALAZINE;20;1;38349;11.284.419,86;12.957.234,73;278489
A07EC02;MESALAZINE;20;2;44978;12.353.443,44;14.009.435,52;310944
A07EC02;MESALAZINE;60;1;27662;9.137.367,11;9.797.059,09;210771
A07EC02;MESALAZINE;60;2;23823;7.557.495,12;8.142.691,62;176745
A07EC02;MESALAZINE;60;9;15;635,49;721,45;47
A07EC02;MESALAZINE;99;9;14;4.505,51;4.839,12;66
A07EC03;OLSALAZINE;20;1;21;3.659,19;4.156,53;112
A07EC03;OLSALAZINE;20;2;21;3.775,26;4.027,78;115
A07EC03;OLSALAZINE;60;1;23;9.413,33;10.025,72;266
A07EC03;OLSALAZINE;60;2;24;6.604,88;6.843,97;190
A07XA04;RACECADOTRIL;0;1;921568;2.307.462,28;7.590.597,63;1233330
A07XA04;RACECADOTRIL;0;2;811214;1.986.530,55;6.541.914,74;1064865
A07XA04;RACECADOTRIL;20;1;710160;1.682.758,83;4.574.015,47;951272
A07XA04;RACECADOTRIL;20;2;1073453;2.456.096,88;6.911.650,22;1429965
A07XA04;RACECADOTRIL;60;1;288827;1.674.810,15;2.956.209,70;617299
A07XA04;RACECADOTRIL;60;2;426923;2.069.776,08;4.147.184,46;865122
A07XA04;RACECADOTRIL;99;1;178;1.050,27;1.765,34;373
A07XA04;RACECADOTRIL;99;2;206;976,43;1.898,72;402
A09AA02;MULTIENZYMES (LIPASE, PROTEASE...);0;1;1631;1.172.503,26;1.196.536,35;64621
A09AA02;MULTIENZYMES (LIPASE, PROTEASE...);0;2;1420;882.037,17;898.773,17;49780
A09AA02;MULTIENZYMES (LIPASE, PROTEASE...);20;1;19703;5.643.796,56;6.066.082,97;320813
A09AA02;MULTIENZYMES (LIPASE, PROTEASE...);20;2;14305;3.001.409,23;3.274.826,03;175022
A09AA02;MULTIENZYMES (LIPASE, PROTEASE...);60;1;38675;10.139.472,29;11.011.938,00;585222
A09AA02;MULTIENZYMES (LIPASE, PROTEASE...);60;2;31165;6.791.841,21;7.524.970,10;402087
A09AA02;MULTIENZYMES (LIPASE, PROTEASE...);99;9;11;1.970,79;2.064,56;131
A10AB01;INSULINE HUMAINE;0;9;12;1.443,00;1.569,78;57
A10AB01;INSULINE HUMAINE;20;1;623;96.947,56;98.609,12;3985
A10AB01;INSULINE HUMAINE;20;2;482;52.957,81;54.459,75;2167
A10AB01;INSULINE HUMAINE;60;1;1823;219.554,41;223.076,88;8593
A10AB01;INSULINE HUMAINE;60;2;1602;162.450,04;166.726,30;6525
A10AB04;INSULINE LISPRO;0;1;7344;2.837.981,44;2.927.594,90;135116
A10AB04;INSULINE LISPRO;0;2;6452;2.487.170,04;2.568.543,76;122424
A10AB04;INSULINE LISPRO;20;1;35795;12.536.244,97;12.754.171,39;430447
A10AB04;INSULINE LISPRO;20;2;33959;9.946.151,27;10.157.953,00;376860
A10AB04;INSULINE LISPRO;60;1;56552;15.884.373,64;16.024.456,45;478783
A10AB04;INSULINE LISPRO;60;2;47864;11.773.322,62;11.923.419,87;365099
A10AB04;INSULINE LISPRO;99;1;56;9.307,02;9.317,97;289
A10AB04;INSULINE LISPRO;99;2;69;13.607,32;13.673,50;364
A10AB05;INSULINE ASPART;0;1;13616;4.807.177,07;4.949.785,05;257864
A10AB05;INSULINE ASPART;0;2;12042;4.216.393,02;4.336.872,56;228513
A10AB05;INSULINE ASPART;20;1;87363;23.233.293,12;23.867.718,60;1059677
A10AB05;INSULINE ASPART;20;2;88241;19.858.351,68;20.456.004,70;948818
A10AB05;INSULINE ASPART;60;1;134192;25.596.564,40;25.869.427,41;1079407
A10AB05;INSULINE ASPART;60;2;117059;20.239.905,83;20.548.037,15;856498
A10AB05;INSULINE ASPART;99;1;256;39.314,25;39.519,99;1565
A10AB05;INSULINE ASPART;99;2;241;41.388,07;41.610,54;1633
A10AB06;INSULINE GLULISINE;0;1;389;147.421,00;151.214,95;6175
A10AB06;INSULINE GLULISINE;0;2;335;112.192,01;115.517,14;4996
A10AB06;INSULINE GLULISINE;20;1;7297;2.061.453,46;2.116.144,94;72553
A10AB06;INSULINE GLULISINE;20;2;5027;1.260.077,88;1.294.531,48;46134
A10AB06;INSULINE GLULISINE;60;1;17321;4.130.175,58;4.167.752,88;135791
A10AB06;INSULINE GLULISINE;60;2;15836;3.391.833,56;3.440.527,04;112021
A10AB06;INSULINE GLULISINE;99;1;24;4.854,09;4.865,88;152
A10AB06;INSULINE GLULISINE;99;2;23;4.262,01;4.273,80;134
A10AC01;INSULINE HUMAINE;0;1;56;4.012,09;4.222,60;131
A10AC01;INSULINE HUMAINE;0;2;54;3.229,12;3.472,46;101
A10AC01;INSULINE HUMAINE;20;1;2183;366.063,54;375.255,41;11823
A10AC01;INSULINE HUMAINE;20;2;7795;545.284,12;597.068,88;17813
A10AC01;INSULINE HUMAINE;60;1;7008;1.424.038,65;1.438.395,91;43967
A10AC01;INSULINE HUMAINE;60;2;6862;1.416.668,90;1.440.253,76;43470
A10AD01;INSULINE HUMAINE;20;1;209;48.141,85;52.137,53;1907
A10AD01;INSULINE HUMAINE;20;2;164;39.431,66;40.969,77;1256
A10AD01;INSULINE HUMAINE;20;9;23;5.507,52;5.612,92;260
A10AD01;INSULINE HUMAINE;60;1;657;174.974,92;176.589,59;5901
A10AD01;INSULINE HUMAINE;60;2;742;192.510,34;196.158,03;6246
A10AD04;INSULINE LISPRO;0;1;25;1.339,90;1.350,85;41
A10AD04;INSULINE LISPRO;0;2;16;2.558,66;2.558,66;77
A10AD04;INSULINE LISPRO;20;1;995;248.407,92;254.016,91;7787
A10AD04;INSULINE LISPRO;20;2;758;162.131,18;166.028,45;5015
A10AD04;INSULINE LISPRO;60;1;4321;1.225.245,67;1.235.583,28;38063
A10AD04;INSULINE LISPRO;60;2;4524;1.253.602,23;1.269.013,55;38830
A10AD04;INSULINE LISPRO;99;9;12;2.947,21;2.958,16;92
A10AD05;INSULINE ASPART;0;1;50;8.074,67;9.088,53;274
A10AD05;INSULINE ASPART;0;2;44;5.783,42;6.403,26;193
A10AD05;INSULINE ASPART;0;9;13;933,69;974,05;35
A10AD05;INSULINE ASPART;20;1;2296;695.206,72;777.982,53;23469
A10AD05;INSULINE ASPART;20;2;1881;540.150,90;598.516,12;17763
A10AD05;INSULINE ASPART;60;1;10480;3.496.094,25;3.537.822,27;107988
A10AD05;INSULINE ASPART;60;2;11036;3.566.311,97;3.625.824,29;109552
A10AD05;INSULINE ASPART;99;1;22;5.791,62;5.813,52;179
A10AD05;INSULINE ASPART;99;2;13;3.228,39;3.301,11;102
A10AE04;INSULINE GLARGINE;0;1;9279;1.277.581,34;1.343.266,88;35166
A10AE04;INSULINE GLARGINE;0;2;8182;1.006.394,94;1.059.766,42;27714
A10AE04;INSULINE GLARGINE;20;1;119888;29.101.704,07;30.206.206,34;773038
A10AE04;INSULINE GLARGINE;20;2;99640;20.016.238,94;20.914.072,25;529143
A10AE04;INSULINE GLARGINE;60;1;281920;73.967.416,92;74.784.455,79;1929652
A10AE04;INSULINE GLARGINE;60;2;241945;61.605.766,71;62.575.210,51;1611911
A10AE04;INSULINE GLARGINE;99;1;432;100.022,70;100.309,65;2640
A10AE04;INSULINE GLARGINE;99;2;458;115.988,70;116.536,44;3036
A10AE05;INSULINE DETEMIR;0;1;1102;137.974,17;146.218,93;2951
A10AE05;INSULINE DETEMIR;0;2;1093;126.493,80;134.073,39;2718
A10AE05;INSULINE DETEMIR;20;1;6304;1.630.308,03;1.660.800,19;33508
A10AE05;INSULINE DETEMIR;20;2;17392;2.142.736,99;2.308.205,86;46515
A10AE05;INSULINE DETEMIR;60;1;18055;5.787.247,01;5.838.520,36;117762
A10AE05;INSULINE DETEMIR;60;2;17628;5.535.746,49;5.605.056,63;112638
A10AE05;INSULINE DETEMIR;99;1;31;9.652,50;9.704,22;197
A10AE05;INSULINE DETEMIR;99;2;33;10.093,37;10.196,82;207
A10AE06;INSULINE DEGLUDEC;0;1;5874;1.699.672,63;1.753.575,96;32384
A10AE06;INSULINE DEGLUDEC;0;2;4817;1.254.909,47;1.296.645,76;23928
A10AE06;INSULINE DEGLUDEC;20;1;37563;14.416.536,71;14.768.865,15;252789
A10AE06;INSULINE DEGLUDEC;20;2;29459;9.974.986,36;10.234.359,66;173845
A10AE06;INSULINE DEGLUDEC;60;1;55356;23.064.318,24;23.253.082,66;393367
A10AE06;INSULINE DEGLUDEC;60;2;45759;18.161.584,44;18.348.326,83;307616
A10AE06;INSULINE DEGLUDEC;99;1;87;28.326,87;28.512,44;484
A10AE06;INSULINE DEGLUDEC;99;2;110;31.779,00;32.047,04;544
A10AE56;INSULINE DEGLUDEC ET LIRAGLUTIDE;0;1;23;12.498,49;13.536,11;75
A10AE56;INSULINE DEGLUDEC ET LIRAGLUTIDE;0;2;34;15.258,01;17.147,74;95
A10AE56;INSULINE DEGLUDEC ET LIRAGLUTIDE;20;1;7688;9.365.424,91;9.555.717,55;52815
A10AE56;INSULINE DEGLUDEC ET LIRAGLUTIDE;20;2;6687;7.870.807,21;8.035.476,97;43751
A10AE56;INSULINE DEGLUDEC ET LIRAGLUTIDE;60;1;26590;34.898.561,70;35.143.324,25;194449
A10AE56;INSULINE DEGLUDEC ET LIRAGLUTIDE;60;2;22490;28.734.116,54;29.014.182,62;158957
A10AE56;INSULINE DEGLUDEC ET LIRAGLUTIDE;99;1;31;25.904,70;25.904,70;143
A10AE56;INSULINE DEGLUDEC ET LIRAGLUTIDE;99;2;68;75.907,27;76.032,50;425
A10BA02;METFORMINE;0;1;1457;18.357,69;21.237,38;7017
A10BA02;METFORMINE;0;2;2991;36.220,06;44.675,28;14567
A10BA02;METFORMINE;0;9;85;626,77;728,63;343
A10BA02;METFORMINE;20;1;424113;13.305.512,37;13.970.151,76;3841404
A10BA02;METFORMINE;20;2;344159;10.257.867,35;10.876.367,02;3077160
A10BA02;METFORMINE;20;9;36;237,19;246,26;52
A10BA02;METFORMINE;60;1;1157707;42.523.459,29;43.419.796,70;12235220
A10BA02;METFORMINE;60;2;910256;32.945.592,15;33.760.704,39;9828694
A10BA02;METFORMINE;99;1;1193;31.622,66;31.926,65;9375
A10BA02;METFORMINE;99;2;1478;40.781,03;41.379,09;12019
A10BA02;METFORMINE;99;9;150;1.616,41;1.658,78;510
A10BB01;GLIBENCLAMIDE;0;2;21;393,88;406,38;78
A10BB01;GLIBENCLAMIDE;0;9;41;87.483,17;89.412,29;248
A10BB01;GLIBENCLAMIDE;20;1;5933;178.948,24;184.247,32;44823
A10BB01;GLIBENCLAMIDE;20;2;3746;110.453,47;114.115,35;27983
A10BB01;GLIBENCLAMIDE;60;1;24427;832.802,79;843.215,56;211310
A10BB01;GLIBENCLAMIDE;60;2;17282;588.086,43;596.279,75;151642
A10BB01;GLIBENCLAMIDE;60;9;11;33,82;36,46;14
A10BB01;GLIBENCLAMIDE;99;1;34;947,96;953,43;183
A10BB01;GLIBENCLAMIDE;99;2;61;1.781,78;1.787,25;335
A10BB01;GLIBENCLAMIDE;99;9;63;1.270,59;1.275,40;340
A10BB07;GLIPIZIDE;20;1;42;4.192,01;4.244,67;345
A10BB07;GLIPIZIDE;20;2;29;3.393,84;3.398,52;254
A10BB07;GLIPIZIDE;60;1;121;11.506,44;11.686,68;1004
A10BB07;GLIPIZIDE;60;2;103;12.023,75;12.097,95;957
A10BB09;GLICLAZIDE;0;1;82;608,15;747,18;197
A10BB09;GLICLAZIDE;0;2;119;1.155,30;1.358,62;330
A10BB09;GLICLAZIDE;0;9;53;498,26;548,90;103
A10BB09;GLICLAZIDE;20;1;102800;3.840.903,46;3.972.845,62;865383
A10BB09;GLICLAZIDE;20;2;68394;2.515.731,81;2.603.385,60;572097
A10BB09;GLICLAZIDE;20;9;42;388,95;408,08;77
A10BB09;GLICLAZIDE;60;1;292669;12.420.135,30;12.605.684,40;2697770
A10BB09;GLICLAZIDE;60;2;216402;9.082.874,35;9.249.788,17;2003068
A10BB09;GLICLAZIDE;60;9;14;410,86;418,57;19
A10BB09;GLICLAZIDE;99;1;356;10.497,75;10.573,80;2739
A10BB09;GLICLAZIDE;99;2;461;14.365,29;14.521,83;3791
A10BB09;GLICLAZIDE;99;9;108;2.277,60;2.347,14;410
A10BB12;GLIMEPIRIDE;20;1;23517;982.326,41;1.022.939,62;159310
A10BB12;GLIMEPIRIDE;20;2;16084;656.061,57;682.586,78;109084
A10BB12;GLIMEPIRIDE;60;1;78830;3.729.656,97;3.787.427,53;600424
A10BB12;GLIMEPIRIDE;60;2;58756;2.724.471,03;2.777.480,14;455312
A10BB12;GLIMEPIRIDE;99;1;17;541,92;561,96;102
A10BB12;GLIMEPIRIDE;99;2;29;872,56;883,90;135
A10BB12;GLIMEPIRIDE;99;9;98;2.804,75;2.860,09;516
A10BD07;METFORMINE ET SITAGLIPTINE;0;1;157;2.151,62;4.500,84;344
A10BD07;METFORMINE ET SITAGLIPTINE;0;2;132;1.641,77;2.695,11;242
